"seqnames","start","end","width","strand","logFC","logCPM","F","PValue","FDR","status","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr15",26541431,26541808,378,"*",1.11210886230957,-2.11879958676115,15.2651027824609,0.000174875010203148,0.0206280158014806,"Gained","Distal Intergenic",15,26548059,26550114,2056,2,"2562","ENST00000637293.1",8306,"ENSG00000166206","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3"
"chr15",26637065,26637717,653,"*",0.729063682469733,-1.28323178718772,12.2034809072148,0.000725759498955574,0.0467810697716184,"Gained","Intron (ENST00000311550.10/2562, intron 3 of 8)",15,26615297,26629178,13882,2,"2562","ENST00000556166.2",-7887,"ENSG00000166206","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3"
"chr15",27161503,27162283,781,"*",0.752293161203772,-1.1613149021129,13.8904203785269,0.000328907782133054,0.0298343156600455,"Gained","Promoter (<=1kb)",15,27157615,27161319,3705,2,"101928869","ENST00000439938.2",-184,"ENSG00000228740","GABRG3-AS1","GABRG3 antisense RNA 1"
"chr15",27481867,27484151,2285,"*",0.423181066383722,0.571693621372026,12.9513970884271,0.00050959157817957,0.0381049949125307,"Gained","Exon (ENST00000556642.1/ENST00000556642.1, exon 2 of 2)",15,27519972,27530920,10949,1,"2567","ENST00000451330.2",-35821,"ENSG00000182256","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3"
"chr15",27558033,27558757,725,"*",0.761484346125485,-1.35584083201564,12.2119670743767,0.000722888668897552,0.0466941436152019,"Gained","Distal Intergenic",15,27519972,27530920,10949,1,"2567","ENST00000451330.2",38061,"ENSG00000182256","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3"
"chr15",27666291,27667574,1284,"*",0.701860574967953,-0.346338530447319,18.9528766329605,3.3726486829942e-05,0.00691541693419356,"Gained","Exon (ENST00000652817.1/ENST00000652817.1, exon 1 of 2)",15,27519972,27530920,10949,1,"2567","ENST00000451330.2",146319,"ENSG00000182256","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3"
"chr15",27784648,27785277,630,"*",0.912501102528882,-1.50429346293563,17.4206884537514,6.63070632371509e-05,0.0110258728173679,"Gained","Intron (ENST00000353809.9/4948, intron 22 of 22)",15,27519972,27530920,10949,1,"2567","ENST00000451330.2",264676,"ENSG00000182256","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3"
"chr15",27810550,27811929,1380,"*",0.577583991474915,-0.312615080111562,14.7259251442457,0.000223604773729099,0.023939796129091,"Gained","Intron (ENST00000353809.9/4948, intron 22 of 22)",15,28018412,28099293,80882,2,"4948","ENST00000431101.1",287364,"ENSG00000104044","OCA2","OCA2 melanosomal transmembrane protein"
"chr15",76655487,76656587,1101,"*",0.658091165922623,-0.650246294380175,14.7844896310115,0.000217699622990141,0.0235140868068196,"Gained","Intron (ENST00000563290.6/49855, intron 21 of 31)",15,76434260,76665658,231399,2,"49855","ENST00000564757.5",9071,"ENSG00000140386","SCAPER","S-phase cyclin A associated protein in the ER"
"chr15",77047130,77047682,553,"*",0.866306762621885,-1.37876207442737,15.9086907045566,0.000130555045689683,0.0172168821337302,"Gained","Intron (ENST00000267970.9/10099, intron 6 of 6)",15,77046030,77055934,9905,2,"10099","ENST00000560715.5",8252,"ENSG00000140391","TSPAN3","tetraspanin 3"
"chr15",77167546,77167954,409,"*",0.905006601295022,-1.84969611432854,13.2394317777882,0.000445668901225638,0.0355315869850638,"Gained","Intron (ENST00000560626.6/79834, intron 4 of 6)",15,77177856,77179147,1292,2,"79834","ENST00000559791.1",11193,"ENSG00000173517","PEAK1","pseudopodium enriched atypical kinase 1"
"chr15",77243083,77245225,2143,"*",0.494621121635786,0.162273556304786,14.4924559360929,0.000248918373899007,0.0255808492376526,"Gained","Intron (ENST00000560626.6/79834, intron 3 of 6)",15,77108164,77252531,144368,2,"79834","ENST00000312493.5",7306,"ENSG00000173517","PEAK1","pseudopodium enriched atypical kinase 1"
"chr15",77848196,77848518,323,"*",1.0644226375187,-2.14192229730754,13.3967681577876,0.000413952999240493,0.0338988863093578,"Gained","Distal Intergenic",15,77615833,77820900,205068,2,"84894","ENST00000570216.5",-27296,"ENSG00000169783","LINGO1","leucine rich repeat and Ig domain containing 1"
"chr15",80534555,80535108,554,"*",0.750043946246535,-1.42113182287237,12.1619589033857,0.000740291569743004,0.0472655510779639,"Gained","Intron (ENST00000303329.9/9915, intron 8 of 18)",15,80551104,80574184,23081,1,"9915","ENST00000558849.1",-15996,"ENSG00000172379","ARNT2","aryl hydrocarbon receptor nuclear translocator 2"
"chr15",83765702,83766370,669,"*",0.786093986376503,-1.38821434700787,13.772401550082,0.000347500038031378,0.0307247226429145,"Gained","Intron (ENST00000567476.1/57188, intron 3 of 29)",15,83694294,83819979,125686,1,"57188","ENST00000565653.1",71408,"ENSG00000156218","ADAMTSL3","ADAMTS like 3"
"chr15",83885399,83885711,313,"*",1.07222498621766,-2.23547183605198,12.6475011852116,0.000588185282159083,0.0414937686301859,"Gained","Intron (ENST00000567476.1/57188, intron 10 of 29)",15,83870912,83891065,20154,1,"57188","ENST00000567663.1",14487,"ENSG00000156218","ADAMTSL3","ADAMTS like 3"
"chr15",87220092,87220340,249,"*",1.00434071288176,-2.09097502722336,12.8577801845863,0.000532942332421803,0.0391454060341618,"Gained","Distal Intergenic",15,87309680,87356536,46857,2,"102724465","ENST00000785518.1",136196,NA,"LOC102724465","uncharacterized LOC102724465"
"chr15",87305749,87307003,1255,"*",0.683809985753611,-0.800031760428071,14.6581166210828,0.000230715014575616,0.0243907994565792,"Gained","Distal Intergenic",15,87309680,87356536,46857,2,"102724465","ENST00000785518.1",49533,NA,"LOC102724465","uncharacterized LOC102724465"
"chr15",88443027,88443847,821,"*",0.684113709980067,-0.985207309997523,13.5630053118119,0.000382923261170176,0.0324011003196273,"Gained","Distal Intergenic",15,88459478,88464813,5336,2,"26589","ENST00000559538.1",20966,"ENSG00000259494","MRPL46","mitochondrial ribosomal protein L46"
"chr15",89261443,89261730,288,"*",1.08359870328924,-2.19828723646012,12.8611225661165,0.000531938118680007,0.0390900777270253,"Gained","Promoter (<=1kb)",15,89261838,89268631,6794,1,"55215","ENST00000570225.5",-108,"ENSG00000140525","FANCI","FA complementation group I"
"chr15",91495502,91495705,204,"*",1.13272755761801,-2.37313730328225,12.6683199739077,0.000581991048334032,0.0412279011924159,"Gained","Intron (ENST00000761251.1/101926928, intron 2 of 2)",15,91472563,91653389,180827,1,"101926928","ENST00000761256.1",22939,"ENSG00000258551","CRAT37","cervical cancer-associated transcript 37"
"chr15",91605726,91606392,667,"*",0.808270735554127,-1.41967440691678,13.304827462317,0.000432104460764534,0.034799204892393,"Gained","Exon (ENST00000761251.1/101926928, exon 3 of 3)",15,91643017,91649114,6098,2,"105370973","ENST00000555396.1",42722,NA,"LOC105370973","uncharacterized LOC105370973"
"chr15",95616677,95617104,428,"*",0.991138634002394,-1.87936179140064,14.8447896807906,0.000211976048256942,0.0231404264434665,"Gained","Intron (ENST00000841107.1/ENST00000841107.1, intron 1 of 2)",15,95581638,95592086,10449,1,"105370995","ENST00000840601.1",35039,NA,"LOC105370995","uncharacterized LOC105370995"
"chr15",97975515,97975916,402,"*",1.17666527989107,-2.06250038528703,17.6655997640853,5.94817243544914e-05,0.0102426196576953,"Gained","Intron (ENST00000717124.1/91948, intron 4 of 8)",15,97960703,97973833,13131,1,"91947","ENST00000268042.7",14812,"ENSG00000140450","ARRDC4","arrestin domain containing 4"
"chr16",3433088,3433521,434,"*",0.9505225138002,-1.91916652004023,13.2187369799949,0.00045000241370464,0.0356055848920527,"Gained","3' UTR",16,3432414,3443504,11091,2,"146434","ENST00000301744.7",9983,"ENSG00000167981","ZNF597","zinc finger protein 597"
"chr16",6400205,6400658,454,"*",1.15022646865858,-2.26648389709581,14.4986284318109,0.000248264784948199,0.0255315403135892,"Gained","Intron (ENST00000569895.3/54715, intron 5 of 6)",16,6482728,7713325,1230598,1,"54715","ENST00000675842.1",-82070,"ENSG00000078328","RBFOX1","RNA binding fox-1 homolog 1"
"chr16",8078142,8078597,456,"*",1.03709201938569,-2.11772239567159,12.6420552072336,0.000589892246580464,0.0415418101186492,"Gained","Intron (ENST00000670665.1/105371069, intron 1 of 4)",16,8090071,8099651,9581,1,"124903641","ENST00000731068.1",-11474,NA,"LOC124903641","uncharacterized LOC124903641"
"chr16",11876902,11877616,715,"*",0.785247189463048,-1.49902487912948,13.2685774871049,0.000439522758116824,0.0352533393282921,"Gained","Exon (ENST00000798396.1/ENST00000798396.1, exon 2 of 2)",16,11880225,11886904,6680,2,"2935","ENST00000564790.5",9288,"ENSG00000103342","GSPT1","G1 to S phase transition 1"
"chr16",12097044,12097447,404,"*",0.837310487897193,-1.72725725516298,12.4904743035728,0.00063375357983922,0.0432964028451197,"Gained","Intron (ENST00000566228.6/92017, intron 11 of 20)",16,12086746,12090302,3557,2,"642696","ENST00000312019.2",-6742,NA,"LOC642696","uncharacterized LOC642696"
"chr16",13066487,13066823,337,"*",1.26939229005487,-2.21967702299481,17.0767489629404,7.72065501189854e-05,0.0121092342551748,"Gained","Intron (ENST00000558583.3/729993, intron 2 of 4)",16,13082380,13235293,152914,1,"729993","ENST00000566106.1",-15557,"ENSG00000237515","SHISA9","shisa family member 9"
"chr16",13124802,13125037,236,"*",1.38157357406329,-2.67968190818861,13.5421953817079,0.000384433958730131,0.0324458338267867,"Gained","Intron (ENST00000558583.3/729993, intron 2 of 4)",16,13082380,13235293,152914,1,"729993","ENST00000566106.1",42422,"ENSG00000237515","SHISA9","shisa family member 9"
"chr16",13676892,13677476,585,"*",0.846227181129831,-1.73175951171122,12.0384017056965,0.000785250585727809,0.0488469869557508,"Gained","Intron (ENST00000727121.1/ENST00000727121.1, intron 1 of 2)",16,13730137,13779748,49612,2,"124903645","ENST00000573369.5",102272,NA,"LOC124903645","uncharacterized LOC124903645"
"chr16",13741142,13741792,651,"*",0.973234997400296,-1.74285372139749,16.1663320375847,0.000116265754085385,0.0159931914069157,"Gained","Intron (ENST00000740799.1/ENST00000740799.1, intron 1 of 2)",16,13730137,13779748,49612,2,"124903645","ENST00000573369.5",37956,NA,"LOC124903645","uncharacterized LOC124903645"
"chr16",13770399,13770830,432,"*",1.35794879483164,-2.40235693335784,15.4046454088967,0.000163712210055671,0.0197235995460813,"Gained","Intron (ENST00000740800.1/124903645, intron 3 of 3)",16,13730137,13779748,49612,2,"124903645","ENST00000573369.5",8918,NA,"LOC124903645","uncharacterized LOC124903645"
"chr16",35324825,35325255,431,"*",0.886626156497973,-1.78973016341627,12.6123817185457,0.000598320106441406,0.0419016086904474,"Gained","Promoter (2-3kb)",16,35322614,35327301,4688,2,"105371199","ENST00000742410.1",2046,NA,"LOC105371199","uncharacterized LOC105371199"
"chr16",48167694,48168829,1136,"*",0.627694182552215,-0.802410248002958,12.3455479908041,0.000678290659732947,0.0450603129667681,"Gained","Promoter (<=1kb)",16,48164952,48167238,2287,2,"85320","ENST00000563906.1",-456,"ENSG00000121270","ABCC11","ATP binding cassette subfamily C member 11"
"chr16",62795572,62795833,262,"*",1.396189191631,-2.45769582025432,17.3840966228284,6.71135188048349e-05,0.0111113321728586,"Gained","Intron (ENST00000735363.1/102723560, intron 3 of 3)",16,62725657,63000291,274635,1,"102723560","ENST00000735360.1",69915,NA,"LOC102723560","uncharacterized LOC102723560"
"chr16",68171337,68171639,303,"*",0.974836847995314,-2.0549116849014,12.6354847854053,0.000591797622235905,0.0416179588239669,"Gained","Intron (ENST00000553077.5/4775, intron 5 of 8)",16,68189287,68189421,135,1,"124900379","ENST00000391143.1",-17648,"ENSG00000212445","LOC124900379","small nucleolar RNA SNORA48"
"chr16",80870444,80870815,372,"*",1.11872172231783,-2.27308930225094,12.4648911077222,0.000641029254751739,0.0435130390166412,"Gained","Promoter (<=1kb)",16,80830494,80870520,40027,2,"100996425","ENST00000561519.5",0,"ENSG00000260896","ARLNC1","androgen receptor regulated long noncoding RNA 1"
"chr17",29348937,29349745,809,"*",0.775505680369733,-1.18491949892985,15.2426563857419,0.000176618056403686,0.0207298700318539,"Gained","Intron (ENST00000819811.1/ENST00000819811.1, intron 1 of 1)",17,29390363,29551903,161541,1,"57551","ENST00000261716.8",-40618,"ENSG00000160551","TAOK1","TAO kinase 1"
"chr17",29927561,29928710,1150,"*",0.579813251321786,-0.50171503852842,12.6184617390455,0.000596129083398108,0.041808124354865,"Gained","Promoter (<=1kb)",17,29929200,29969078,39879,1,"374786","ENST00000448319.5",-490,"ENSG00000176927","EFCAB5","EF-hand calcium binding domain 5"
"chr17",34993400,34993767,368,"*",0.93637045197798,-1.88644280609732,12.8923622630557,0.000524426871953563,0.0387706446861199,"Gained","Promoter (<=1kb)",17,34994187,34998254,4068,1,"3980","ENST00000586058.1",-420,"ENSG00000005156","LIG3","DNA ligase 3"
"chr17",40829305,40829559,255,"*",1.2070316990835,-2.45735949787827,13.5758255933343,0.000380012568850363,0.0323093574927732,"Gained","Promoter (<=1kb)",17,40829135,40836247,7113,1,"147184","ENST00000671399.1",170,"ENSG00000167920","KRT10-AS1","KRT10 antisense RNA 1"
"chr17",43785180,43788418,3239,"*",0.360574585699598,1.13821382403889,12.4920751683533,0.000632726039336987,0.0432738585564888,"Gained","Promoter (1-2kb)",17,43783186,43784833,1648,1,"284067","ENST00000590148.1",1994,"ENSG00000231256","CFAP97D1","CFAP97 domain containing 1"
"chr17",43799766,43805971,6206,"*",0.323997566782819,2.0669171734145,15.5970932438714,0.000150221495629814,0.0186600855861009,"Gained","3' UTR",17,43809000,43811571,2572,2,"4356","ENST00000486600.1",5600,"ENSG00000161647","MPP3","MAGUK p55 scaffold protein 3"
"chr17",43863813,43869420,5608,"*",0.449482964521113,1.88143333722512,25.8357616602368,1.85317694665287e-06,0.00089377738135691,"Gained","Downstream (<=300bp)",17,43855276,43855796,521,1,"146894","ENST00000589212.1",8537,"ENSG00000161649","CD300LG","CD300 molecule like family member g"
"chr17",43886512,43890583,4072,"*",0.402889642238986,1.31981787394665,16.3290121727965,0.000107907160514665,0.0151921765031722,"Gained","Intron (ENST00000377184.7/4355, intron 2 of 11)",17,43875357,43900598,25242,2,"4355","ENST00000377184.7",10015,"ENSG00000108852","MPP2","MAGUK p55 scaffold protein 2"
"chr17",54482784,54483312,529,"*",1.17434524518682,-1.86307671000549,21.756129958292,1.01147376551115e-05,0.00293251698705652,"Gained","Distal Intergenic",17,54036257,54066825,30569,2,"124904031","ENST00000721156.1",-415959,NA,"LOC124904031","uncharacterized LOC124904031"
"chr17",58454347,58455273,927,"*",0.632819662647567,-0.803529657133206,13.028327399754,0.000491618360527639,0.0373567480649123,"Gained","Intron (ENST00000323777.8/124535, intron 5 of 5)",17,58420167,58488408,68242,2,"124535","ENST00000323777.8",33135,"ENSG00000176160","HSF5","heat shock transcription factor 5"
"chr17",60378220,60379216,997,"*",0.699872893897345,-0.567283565789992,18.973176073326,3.34319232919671e-05,0.00686747262406903,"Gained","Intron (ENST00000300896.9/84669, intron 1 of 33)",17,60301450,60391928,90479,2,"84669","ENST00000589761.1",12712,"ENSG00000170832","USP32","ubiquitin specific peptidase 32"
"chr17",60867656,60870815,3160,"*",0.463219309844754,1.00384322010856,19.8888580345384,2.2451622773754e-05,0.00519432387646916,"Gained","3' UTR",17,60886383,60947253,60871,1,"54828","ENST00000586705.5",-15568,"ENSG00000141376","BCAS3","BCAS3 microtubule associated cell migration factor"
"chr17",61624013,61624324,312,"*",1.04275147468155,-1.86753716640689,15.060055061481,0.000192089362916544,0.0217065896823282,"Gained","Intron (ENST00000849359.1/ENST00000849359.1, intron 1 of 1)",17,61590421,61591219,799,2,"342538","ENST00000521764.3",-32794,"ENSG00000253506","NACA2","nascent polypeptide associated complex subunit alpha 2"
"chr17",61648101,61651130,3030,"*",0.370211467519132,1.03751304144503,13.5347854449577,0.000387858811540177,0.0326558971525293,"Gained","Intron (ENST00000849359.1/ENST00000849359.1, intron 1 of 1)",17,61590421,61591219,799,2,"342538","ENST00000521764.3",-56882,"ENSG00000253506","NACA2","nascent polypeptide associated complex subunit alpha 2"
"chr17",61723308,61726592,3285,"*",0.368134893315683,1.26411658741495,12.6632382516437,0.000583602989903234,0.0413046038431574,"Gained","Intron (ENST00000682755.1/83990, intron 14 of 17)",17,61681480,61716771,35292,2,"83990","ENST00000684626.1",-6537,"ENSG00000136492","BRIP1","BRCA1 interacting DNA helicase 1"
"chr17",62938389,62942113,3725,"*",0.335578401731361,1.49643477130416,12.3215195535855,0.000685915923403806,0.0453076175399029,"Gained","Promoter (2-3kb)",17,62944215,62944312,98,1,"693218","ENST00000384821.1",-2102,"ENSG00000207552","MIR633","microRNA 633"
"chr17",63804928,63805506,579,"*",0.862404710094402,-1.62544957071816,13.0111372013058,0.000495909000958729,0.0375148519288493,"Gained","Promoter (<=1kb)",17,63805508,63819209,13702,1,"11325","ENST00000584010.5",-2,"ENSG00000198231","DDX42","DEAD-box helicase 42"
"chr17",64597958,64598875,918,"*",0.67348537100262,-0.999274719677651,13.4484298724765,0.000403935486859315,0.0334583133049388,"Gained","Promoter (<=1kb)",17,64593015,64598445,5431,2,"64750","ENST00000580246.1",0,"ENSG00000108854","SMURF2","SMAD specific E3 ubiquitin protein ligase 2"
"chr17",69701899,69702102,204,"*",1.20666904966044,-2.45205977349734,13.5324605740695,0.000387779689848918,0.0326558971525293,"Gained","Intron (ENST00000778376.1/101928122, intron 3 of 5)",17,69763677,69903000,139324,1,"101928122","ENST00000587241.1",-61575,"ENSG00000227517","LINC01483","long intergenic non-protein coding RNA 1483"
"chr17",69975679,69978531,2853,"*",0.524032086783318,0.747166401855066,21.699080573019,1.03408658021771e-05,0.00297455131010354,"Gained","Promoter (2-3kb)",17,69981079,69983545,2467,1,"102723487","ENST00000734502.1",-2548,"ENSG00000237560","LINC01497","long intergenic non-protein coding RNA 1497"
"chr17",71086947,71088688,1742,"*",0.781575589510259,-0.107242812395536,28.8839150297822,5.45123999349546e-07,0.000380824351335873,"Gained","Exon (ENST00000774769.1/ENST00000774769.1, exon 2 of 2)",17,71097786,71131324,33539,2,"101928165","ENST00000665992.1",42636,"ENSG00000260785","CASC17","cancer susceptibility 17"
"chr17",71267839,71269533,1695,"*",0.467609491194454,0.0455057372662719,12.4200628264053,0.000654670255810506,0.0441283235587559,"Gained","Distal Intergenic",17,71098834,71202203,103370,2,"101928165","ENST00000662323.1",-65636,"ENSG00000260785","CASC17","cancer susceptibility 17"
"chr17",71500976,71501453,478,"*",0.829610078547459,-1.65713362144347,13.0333520679235,0.000490783910399973,0.0373567480649123,"Gained","Intron (ENST00000722984.1/ENST00000722984.1, intron 3 of 4)",17,71098834,71202203,103370,2,"101928165","ENST00000662323.1",-298773,"ENSG00000260785","CASC17","cancer susceptibility 17"
"chr17",77669816,77670035,220,"*",1.08067606460619,-2.24591702386789,12.7620361157082,0.000557248688965597,0.0402296021790282,"Gained","Promoter (2-3kb)",17,77667002,77707527,40526,1,"107985079","ENST00000827506.1",2814,NA,"LOC107985079","uncharacterized LOC107985079"
"chr18",1877630,1878507,878,"*",0.789022035865549,-1.42554133259857,13.1905714713228,0.000455824864214182,0.0358336930501948,"Gained","Intron (ENST00000661994.1/105371957, intron 4 of 4)",18,1871806,2049510,177705,1,"105371957","ENST00000746557.1",5824,NA,"LOC105371957","uncharacterized LOC105371957"
"chr18",10063174,10063551,378,"*",1.24810180603663,-2.32034710759996,15.9635544874121,0.000127190951070684,0.016925810013188,"Gained","Distal Intergenic",18,10085838,10144406,58569,1,"105371984","ENST00000685786.1",-22287,NA,"LOC105371984","uncharacterized LOC105371984"
"chr18",72329691,72330292,602,"*",1.00376581298364,-1.75548697398179,17.7409068258951,5.75476235017809e-05,0.010027541525886,"Gained","Distal Intergenic",18,72161726,72184671,22946,2,"105372189","ENST00000775359.1",-145020,NA,"LOC105372189","uncharacterized LOC105372189"
"chr18",73027209,73027628,420,"*",0.994668011639958,-1.95776099694269,13.8795904106308,0.0003307513919776,0.0299161791855677,"Gained","Distal Intergenic",18,72877444,72881355,3912,1,"100505797","ENST00000664848.1",149765,NA,"NETO1-DT","NETO1 divergent transcript"
"chr18",75756985,75757311,327,"*",1.19523361064947,-2.4369824133315,12.7126737527254,0.000569608705005913,0.0407381504915356,"Gained","Distal Intergenic",18,75696044,75712851,16808,2,"100505853","ENST00000662762.1",-44134,"ENSG00000261194","LINC01898","long intergenic non-protein coding RNA 1898"
"chr18",76782266,76783095,830,"*",0.691041606760112,-1.11521561922484,12.9387571991782,0.000512827769683322,0.0382400124011785,"Gained","Distal Intergenic",18,76809324,76822065,12742,2,"100131655","ENST00000830430.1",38970,"ENSG00000264278","ZNF236-DT","ZNF236 divergent transcript"
"chr18",79212227,79212755,529,"*",0.899207250884985,-1.71876696891368,12.9542379893711,0.000509367024977835,0.0381049949125307,"Gained","Intron (ENST00000586366.5/374868, intron 9 of 9)",18,79206977,79277200,70224,1,"374868","ENST00000587878.1",5250,"ENSG00000166377","ATP9B","ATPase phospholipid transporting 9B"
"chr19",28267850,28268480,631,"*",0.763002062664967,-1.18267557490806,14.4472546114199,0.000254284612613758,0.0258765701843526,"Gained","Intron (ENST00000837751.1/ENST00000837751.1, intron 1 of 1)",19,28445137,28475832,30696,1,"105372349","ENST00000785762.1",-176657,NA,"LOC105372349","uncharacterized LOC105372349"
"chr19",28978597,28979162,566,"*",0.851441361809331,-1.36161331279712,14.080041879387,0.000301306743535108,0.0283898087921158,"Gained","Distal Intergenic",19,28970200,28970874,675,1,"102724958","ENST00000589623.1",8397,NA,"LOC102724958","uncharacterized LOC102724958"
"chr19",29346091,29346552,462,"*",1.04146978198583,-1.73586848801306,18.528736481107,4.06677671542285e-05,0.00793429932665406,"Gained","Intron (ENST00000804084.1/284395, intron 4 of 4)",19,29287009,29320563,33555,2,"284395","ENST00000804101.1",-25528,"ENSG00000264515","VSTM2B-DT","VSTM2B divergent transcript"
"chr19",29361812,29362339,528,"*",0.877611914745145,-1.4144042918097,16.2959222415254,0.000109632746953004,0.0153632182296582,"Gained","Intron (ENST00000804084.1/284395, intron 4 of 4)",19,29287009,29375942,88934,2,"284395","ENST00000804099.1",13603,"ENSG00000264515","VSTM2B-DT","VSTM2B divergent transcript"
"chr19",30008452,30008889,438,"*",1.12288144253194,-2.17231188664554,14.0444203318832,0.000306293773840632,0.0287142899802938,"Gained","Promoter (<=1kb)",19,30009080,30012899,3820,1,"8725","ENST00000575242.1",-191,"ENSG00000105176","URI1","URI1 prefoldin like chaperone"
"chr19",44438255,44439138,884,"*",0.735583746153241,-1.18654831915934,13.1357368024935,0.000467588001423089,0.0363302517448556,"Gained","Intron (ENST00000588655.1/7772, intron 4 of 5)",19,44426255,44448446,22192,2,"7772","ENST00000620012.4",9308,"ENSG00000278318","ZNF229","zinc finger protein 229"
"chr19",44581796,44582542,747,"*",0.739090139747689,-1.24518837887406,13.5910916146748,0.000378022736543855,0.0322108224091859,"Gained","Intron (ENST00000455455.1/388550, intron 1 of 3)",19,44537058,44556917,19860,2,"388550","ENST00000446628.5",-24879,"ENSG00000290603","CEACAM22P","CEA cell adhesion molecule 22, pseudogene"
"chr19",45309510,45309775,266,"*",1.07972020241015,-2.23493601390725,12.4373175682893,0.000649578006903638,0.0439250413459426,"Gained","Intron (ENST00000221476.4/1158, intron 5 of 7)",19,45306413,45322875,16463,2,"1158","ENST00000221476.4",13100,"ENSG00000104879","CKM","creatine kinase, M-type"
"chr19",45341980,45343136,1157,"*",0.616077598274591,-0.729740318256244,12.7686258311646,0.00055542943048019,0.0401674226705952,"Gained","Promoter (1-2kb)",19,45340774,45348892,8119,1,"147700","ENST00000589837.5",1206,"ENSG00000104892","KLC3","kinesin light chain 3"
"chr19",46024079,46024438,360,"*",1.19423816296343,-2.13166977741117,17.3488992334778,6.84386225731257e-05,0.0112428246883348,"Gained","Promoter (1-2kb)",19,46019153,46023053,3901,2,"8993","ENST00000008938.5",-1026,"ENSG00000008438","PGLYRP1","peptidoglycan recognition protein 1"
"chr19",46085195,46085563,369,"*",0.960432935997091,-2.05653648016537,12.1778294305272,0.000734888687880496,0.0470516549442311,"Gained","Distal Intergenic",19,46057674,46077118,19445,2,"444882","ENST00000596694.1",-8077,"ENSG00000204869","IGFL4","IGF like family member 4"
"chr19",46086760,46086996,237,"*",1.25579768040877,-2.23514839076255,17.7325709709293,5.76845130720587e-05,0.010027541525886,"Gained","Distal Intergenic",19,46057674,46077118,19445,2,"444882","ENST00000596694.1",-9642,"ENSG00000204869","IGFL4","IGF like family member 4"
"chr19",46109072,46109394,323,"*",1.29729589040158,-2.33139449440302,18.2947248901285,4.49636126976598e-05,0.00852312401506815,"Gained","Intron (ENST00000597989.1/147920, intron 1 of 3)",19,46101122,46196218,95097,1,"147920","ENST00000597989.1",7950,"ENSG00000204866","IGFL2","IGF like family member 2"
"chr19",46328136,46328983,848,"*",0.766629214775283,-1.13670624964934,15.0394694937018,0.000193775276724924,0.0218026172432681,"Gained","Intron (ENST00000377670.9/64344, intron 11 of 14)",19,46321780,46331496,9717,1,"64344","ENST00000529542.1",6356,"ENSG00000124440","HIF3A","hypoxia inducible factor 3 subunit alpha"
"chr19",46644350,46645925,1576,"*",0.718379434036536,-0.524207469554175,18.3148952721556,4.46113348981501e-05,0.00847452355500474,"Gained","Distal Intergenic",19,46634015,46636541,2527,2,"94235","ENST00000300873.5",-7809,"ENSG00000167414","GNG8","G protein subunit gamma 8"
"chr19",46876748,46877421,674,"*",0.775188240607536,-1.4594279939211,12.0102896156311,0.000795655419540658,0.0492267580025993,"Gained","Intron (ENST00000672722.1/2909, intron 1 of 6)",19,46860997,47005077,144081,1,"2909","ENST00000672722.1",15751,"ENSG00000160007","ARHGAP35","Rho GTPase activating protein 35"
"chr19",47176192,47176997,806,"*",0.764627588669736,-1.22242121026702,13.009930435174,0.000496013647921303,0.0375148519288493,"Gained","Intron (ENST00000413379.7/10055, intron 6 of 6)",19,47143494,47210623,67130,1,"10055","ENST00000659110.1",32698,"ENSG00000142230","SAE1","SUMO1 activating enzyme subunit 1"
"chr19",47481574,47482263,690,"*",0.705832625382154,-1.31254904590092,12.0061134314998,0.000797152585015337,0.0492848856522896,"Gained","Promoter (1-2kb)",19,47480557,47483578,3022,2,"11133","ENST00000594139.5",1315,"ENSG00000118162","KPTN","kaptin, actin binding protein"
"chr19",47884993,47885774,782,"*",0.72526595633852,-1.2081811045199,14.048686746673,0.000305662588067719,0.0286919489425816,"Gained","Promoter (<=1kb)",19,47870467,47886315,15849,2,"6822","ENST00000222002.4",541,"ENSG00000105398","SULT2A1","sulfotransferase family 2A member 1"
"chr19",47994681,47995902,1222,"*",0.743358703766874,-0.867136611497463,17.3256463801602,6.91147827554684e-05,0.0113170894994343,"Gained","Promoter (<=1kb)",19,47994705,48022243,27539,1,"64100","ENST00000596043.5",0,"ENSG00000169393","ELSPBP1","epididymal sperm binding protein 1"
"chr19",48071625,48072296,672,"*",0.959729260060438,-1.42345106154216,18.9528821546621,3.37626118080241e-05,0.00691541693419356,"Gained","Promoter (<=1kb)",19,48051797,48073051,21255,2,"8605","ENST00000596510.5",755,"ENSG00000105499","PLA2G4C","phospholipase A2 group IVC"
"chr19",48240914,48241427,514,"*",0.841642391603931,-1.72855067861957,12.0654370609809,0.000775216083728728,0.0484797347164245,"Gained","Promoter (<=1kb)",19,48208104,48241063,32960,2,"22900","ENST00000391898.7",0,"ENSG00000105483","CARD8","caspase recruitment domain family member 8"
