"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",91163778,91164050,273,"*","Intron (ENST00000724586.1/105369427, intron 1 of 4)",11,91158024,91234388,76365,1,"105369427","ENST00000526509.2",5754,NA,"LINC02748","long intergenic non-protein coding RNA 2748"
"chr11",93908806,93909029,224,"*","Distal Intergenic",11,93818232,93850618,32387,2,"387804","ENST00000409977.2",-58188,"ENSG00000214376","VSTM5","V-set and transmembrane domain containing 5"
"chr11",96307648,96308036,389,"*","Intron (ENST00000524717.6/84441, intron 1 of 4)",11,96341438,96341526,89,1,"100422991","ENST00000582890.3",-33402,"ENSG00000266192","MIR1260B","microRNA 1260b"
"chr11",97722229,97722477,249,"*","Distal Intergenic",11,97667879,97676630,8752,1,"105369452","ENST00000730217.1",54350,NA,"LOC105369452","uncharacterized LOC105369452"
"chr11",100152075,100152349,275,"*","Intron (ENST00000524871.6/53942, intron 13 of 24)",11,100191177,100356289,165113,1,"53942","ENST00000524560.1",-38828,"ENSG00000149972","CNTN5","contactin 5"
"chr11",100546797,100546998,202,"*","Distal Intergenic",11,100677015,100680649,3635,1,"124902736","ENST00000836213.1",-130017,NA,"LOC124902736","uncharacterized LOC124902736"
"chr11",102226842,102227112,271,"*","Promoter (<=1kb)",11,102226973,102230502,3530,1,"10413","ENST00000528834.1",0,"ENSG00000137693","YAP1","Yes1 associated transcriptional regulator"
"chr11",103529289,103529525,237,"*","Intron (ENST00000827359.1/ENST00000827359.1, intron 2 of 2)",11,103468389,103479733,11345,1,"79659","ENST00000527252.1",60900,"ENSG00000187240","DYNC2H1","dynein cytoplasmic 2 heavy chain 1"
"chr11",103609474,103609726,253,"*","Intron (ENST00000812822.1/105369463, intron 2 of 2)",11,103558118,103639086,80969,2,"105369463","ENST00000812822.1",29360,NA,"LOC105369463","uncharacterized LOC105369463"
"chr11",106399115,106399444,330,"*","Distal Intergenic",11,106254088,106264039,9952,1,"101928535","ENST00000849950.1",145027,"ENSG00000290498","LOC101928535","uncharacterized LOC101928535"
"chr11",111531695,111532054,360,"*","Intron (ENST00000375618.9/399949, intron 3 of 5)",11,111540280,111555212,14933,1,"143903","ENST00000533999.5",-8226,"ENSG00000204381","LAYN","layilin"
"chr11",112157290,112157706,417,"*","Intron (ENST00000531744.5/6392, intron 3 of 5)",11,112143257,112151073,7817,2,"3606","ENST00000525547.5",-6217,"ENSG00000150782","IL18","interleukin 18"
"chr11",113184534,113184769,236,"*","Intron (ENST00000619839.4/4684, intron 1 of 20)",11,113231380,113232748,1369,1,"4684","ENST00000534046.2",-46611,"ENSG00000149294","NCAM1","neural cell adhesion molecule 1"
"chr11",113665197,113665415,219,"*","Distal Intergenic",11,113690230,113693737,3508,2,"80975","ENST00000545265.5",28322,"ENSG00000166682","TMPRSS5","transmembrane serine protease 5"
"chr11",114291273,114291681,409,"*","Intron (ENST00000535401.5/4837, intron 2 of 4)",11,114295461,114313508,18048,1,"4837","ENST00000713573.1",-3780,"ENSG00000166741","NNMT","nicotinamide N-methyltransferase"
"chr11",114292402,114292603,202,"*","Promoter (2-3kb)",11,114295461,114313508,18048,1,"4837","ENST00000713573.1",-2858,"ENSG00000166741","NNMT","nicotinamide N-methyltransferase"
"chr11",114678158,114678368,211,"*","Promoter (<=1kb)",11,114678527,114707069,28543,1,"120406","ENST00000389586.6",-159,"ENSG00000204361","NXPE2","neurexophilin and PC-esterase domain family member 2"
"chr11",114846466,114846746,281,"*","Intron (ENST00000751460.1/105369506, intron 2 of 3)",11,114779949,114886995,107047,2,"105369506","ENST00000751460.1",40249,NA,"LOC105369506","uncharacterized LOC105369506"
"chr11",115222189,115222614,426,"*","Intron (ENST00000331581.11/23705, intron 5 of 11)",11,115214699,115218144,3446,2,"23705","ENST00000540373.1",-4045,"ENSG00000182985","CADM1","cell adhesion molecule 1"
"chr11",115941575,115941814,240,"*","Promoter (2-3kb)",11,115939416,115941811,2396,1,"102724165","ENST00000787638.1",2159,"ENSG00000257067","LINC02703","long intergenic non-protein coding RNA 2703"
"chr11",116294610,116294912,303,"*","Distal Intergenic",11,116320214,116386463,66250,2,"107987166","ENST00000815589.1",91551,NA,"LOC107987166","uncharacterized LOC107987166"
"chr11",116310277,116310546,270,"*","Distal Intergenic",11,116320214,116386463,66250,2,"107987166","ENST00000815589.1",75917,NA,"LOC107987166","uncharacterized LOC107987166"
"chr11",128039678,128039933,256,"*","Distal Intergenic",11,128051581,128056739,5159,2,"107984374","ENST00000745750.1",16806,NA,"LOC107984374","uncharacterized LOC107984374"
"chr11",130772655,130772963,309,"*","Exon (ENST00000796886.1/105369576, exon 2 of 2)",11,130772533,130785472,12940,2,"105369576","ENST00000796887.1",12509,"ENSG00000288013","LOC105369576","uncharacterized LOC105369576"
"chr12",1350129,1350705,577,"*","Intron (ENST00000543086.7/23085, intron 14 of 17)",12,1408192,1445055,36864,1,"23085","ENST00000539802.2",-57487,"ENSG00000082805","ERC1","ELKS/RAB6-interacting/CAST family member 1"
"chr12",1357158,1357361,204,"*","Intron (ENST00000543086.7/23085, intron 14 of 17)",12,1408192,1445055,36864,1,"23085","ENST00000539802.2",-50831,"ENSG00000082805","ERC1","ELKS/RAB6-interacting/CAST family member 1"
"chr12",2198330,2198550,221,"*","Intron (ENST00000682544.1/775, intron 3 of 49)",12,2219485,2223447,3963,2,"100874234","ENST00000669813.1",24897,"ENSG00000256025","CACNA1C-AS4","CACNA1C antisense RNA 4"
"chr12",2244163,2244417,255,"*","Intron (ENST00000682544.1/775, intron 3 of 49)",12,2220537,2223479,2943,2,"100874234","ENST00000544415.1",-20684,"ENSG00000256025","CACNA1C-AS4","CACNA1C antisense RNA 4"
"chr12",2613672,2613965,294,"*","3' UTR",12,2607880,2644488,36609,1,"775","ENST00000496818.3",5792,"ENSG00000151067","CACNA1C","calcium voltage-gated channel subunit alpha1 C"
"chr12",5166965,5167354,390,"*","Promoter (2-3kb)",12,5169825,5371590,201766,1,"105369617","ENST00000789700.1",-2471,NA,"LOC105369617","uncharacterized LOC105369617"
"chr12",5204281,5204588,308,"*","Promoter (2-3kb)",12,5187329,5201994,14666,2,"124902864","ENST00000790324.1",-2287,NA,"LOC124902864","uncharacterized LOC124902864"
"chr12",7498768,7499081,314,"*","Exon (ENST00000432237.3/9332, exon 4 of 17)",12,7471180,7502737,31558,2,"9332","ENST00000541972.5",3656,"ENSG00000177575","CD163","CD163 molecule"
"chr12",7501082,7501420,339,"*","Promoter (1-2kb)",12,7471180,7502737,31558,2,"9332","ENST00000541972.5",1317,"ENSG00000177575","CD163","CD163 molecule"
"chr12",7512613,7512874,262,"*","Distal Intergenic",12,7470813,7503893,33081,2,"9332","ENST00000359156.8",-8720,"ENSG00000177575","CD163","CD163 molecule"
"chr12",8544310,8544602,293,"*","Intron (ENST00000751149.1/124902872, intron 1 of 1)",12,8534763,8540905,6143,2,"26253","ENST00000450725.2",-3405,"ENSG00000166523","CLEC4E","C-type lectin domain family 4 member E"
"chr12",10301166,10301791,626,"*","Promoter (2-3kb)",12,10304446,10329600,25155,1,"3824","ENST00000381908.7",-2655,"ENSG00000134539","KLRD1","killer cell lectin like receptor D1"
"chr12",10392374,10392775,402,"*","Promoter (<=1kb)",12,10373185,10391874,18690,2,"22914","ENST00000396451.4",-500,"ENSG00000213809","KLRK1","killer cell lectin like receptor K1"
"chr12",10716774,10716997,224,"*","Promoter (<=1kb)",12,10701253,10716148,14896,2,"8531","ENST00000542002.5",-626,"ENSG00000060138","YBX3","Y-box binding protein 3"
"chr12",11446347,11446549,203,"*","Intron (ENST00000545829.1/653247, intron 1 of 2)",12,11430210,11436320,6111,2,"440084","ENST00000539178.5",-10027,NA,"LOC440084","uncharacterized LOC440084"
"chr12",11658936,11659138,203,"*","Intron (ENST00000396373.9/2120, intron 1 of 7)",12,11650011,11752875,102865,1,"2120","ENST00000544715.1",8925,"ENSG00000139083","ETV6","ETS variant transcription factor 6"
"chr12",11746068,11746326,259,"*","Intron (ENST00000396373.9/2120, intron 1 of 7)",12,11752501,11840868,88368,1,"2120","ENST00000545027.1",-6175,"ENSG00000139083","ETV6","ETS variant transcription factor 6"
"chr12",11796055,11796519,465,"*","Intron (ENST00000396373.9/2120, intron 2 of 7)",12,11752501,11840868,88368,1,"2120","ENST00000545027.1",43554,"ENSG00000139083","ETV6","ETS variant transcription factor 6"
"chr12",11799081,11799302,222,"*","Intron (ENST00000396373.9/2120, intron 2 of 7)",12,11752501,11840868,88368,1,"2120","ENST00000545027.1",46580,"ENSG00000139083","ETV6","ETS variant transcription factor 6"
"chr12",11814474,11814699,226,"*","Intron (ENST00000396373.9/2120, intron 2 of 7)",12,11752501,11840868,88368,1,"2120","ENST00000545027.1",61973,"ENSG00000139083","ETV6","ETS variant transcription factor 6"
"chr12",11879393,11879620,228,"*","Intron (ENST00000396373.9/2120, intron 5 of 7)",12,11885937,11891610,5674,1,"2120","ENST00000266427.3",-6317,"ENSG00000139083","ETV6","ETS variant transcription factor 6"
"chr12",12819732,12820056,325,"*","Promoter (<=1kb)",12,12820277,12823259,2983,1,"51202","ENST00000542832.1",-221,"ENSG00000213782","DDX47","DEAD-box helicase 47"
"chr12",12899879,12900080,202,"*","Intron (ENST00000713574.1/9052, intron 1 of 3)",12,12891974,12909070,17097,1,"9052","ENST00000534831.1",7905,"ENSG00000013588","GPRC5A","G protein-coupled receptor class C group 5 member A"
"chr12",13390515,13390765,251,"*","Distal Intergenic",12,13376229,13387167,10939,2,"283422","ENST00000531049.1",-3348,"ENSG00000180861","LINC01559","long intergenic non-protein coding RNA 1559"
"chr12",13523525,13524273,749,"*","Intron (ENST00000744965.1/ENST00000744965.1, intron 1 of 1)",12,13582031,13620077,38047,1,"105369668","ENST00000652867.1",-57758,"ENSG00000287928","LOC105369668","uncharacterized LOC105369668"
"chr12",13569848,13570209,362,"*","3' UTR",12,13582031,13620077,38047,1,"105369668","ENST00000652867.1",-11822,"ENSG00000287928","LOC105369668","uncharacterized LOC105369668"
"chr12",13592107,13592348,242,"*","Intron (ENST00000652867.1/105369668, intron 1 of 2)",12,13582061,13634136,52076,1,"105369668","ENST00000772616.1",10046,"ENSG00000287928","LOC105369668","uncharacterized LOC105369668"
"chr12",13661339,13661577,239,"*","Intron (ENST00000609686.4/2904, intron 5 of 13)",12,13634176,13675767,41592,2,"2904","ENST00000636855.1",14190,"ENSG00000273079","GRIN2B","glutamate ionotropic receptor NMDA type subunit 2B"
"chr12",13941671,13942020,350,"*","Intron (ENST00000609686.4/2904, intron 2 of 13)",12,13977346,13979983,2638,2,"2904","ENST00000637875.1",37963,"ENSG00000273079","GRIN2B","glutamate ionotropic receptor NMDA type subunit 2B"
"chr12",14836373,14836823,451,"*","Intron (ENST00000533472.1/144608, intron 1 of 1)",12,14829354,14843062,13709,2,"420","ENST00000430129.6",6239,"ENSG00000111339","ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)"
"chr12",14884630,14884913,284,"*","Promoter (<=1kb)",12,14881891,14884245,2355,2,"4256","ENST00000545199.5",-385,"ENSG00000111341","MGP","matrix Gla protein"
"chr12",14913385,14913838,454,"*","Distal Intergenic",12,14915646,14917279,1634,2,"121506","ENST00000544881.1",3441,"ENSG00000139055","ERP27","endoplasmic reticulum protein 27"
"chr12",15050711,15050940,230,"*","Distal Intergenic",12,15001874,15006689,4816,1,"101928340","ENST00000775665.1",48837,NA,"LINC01489","long intergenic non-protein coding RNA 1489"
"chr12",15122399,15122679,281,"*","Intron (ENST00000256953.6/85004, intron 2 of 4)",12,15112363,15114698,2336,2,"100874290","ENST00000539734.1",-7701,NA,"RERG-IT1","RERG intronic transcript 1"
"chr12",15337057,15337498,442,"*","5' UTR",12,15121065,15348598,227534,2,"105369673","ENST00000393736.3",11100,NA,"LOC105369673","uncharacterized LOC105369673"
"chr12",20212724,20213088,365,"*","Promoter (<=1kb)",12,20212920,20215309,2390,1,"105369687","ENST00000796633.1",0,NA,"LOC105369687","uncharacterized LOC105369687"
"chr12",20629676,20629877,202,"*","Intron (ENST00000359062.4/5139, intron 5 of 15)",12,20571864,20680517,108654,1,"5139","ENST00000544307.1",57812,"ENSG00000172572","PDE3A","phosphodiesterase 3A"
"chr12",22312368,22312603,236,"*","Intron (ENST00000396037.9/6489, intron 1 of 4)",12,22248826,22334163,85338,2,"6489","ENST00000541868.1",21560,"ENSG00000111728","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"chr12",22673036,22673255,220,"*","Promoter (1-2kb)",12,22671086,22684551,13466,1,"55500","ENST00000544191.1",1950,"ENSG00000139163","ETNK1","ethanolamine kinase 1"
"chr12",22979067,22979401,335,"*","Intron (ENST00000538317.6/107984516, intron 6 of 11)",12,22964579,23190585,226007,1,"107984516","ENST00000842737.1",14488,"ENSG00000256995","LINC02955","long intergenic non-protein coding RNA 2955"
"chr12",23906437,23906658,222,"*","Intron (ENST00000451604.7/6660, intron 1 of 14)",12,23845991,23944352,98362,2,"6660","ENST00000538083.1",37694,"ENSG00000134532","SOX5","SRY-box transcription factor 5"
"chr12",25089658,25089989,332,"*","Promoter (<=1kb)",12,25089774,25091120,1347,1,"4033","ENST00000555885.1",0,"ENSG00000118308","IRAG2","inositol 1,4,5-triphosphate receptor associated 2"
"chr12",25151514,25151767,254,"*","Promoter (1-2kb)",12,25111817,25149692,37876,2,"55259","ENST00000555554.1",-1822,"ENSG00000118307","DNAI7","dynein axonemal intermediate chain 7"
"chr12",26198839,26199043,205,"*","Intron (ENST00000538142.5/8082, intron 1 of 2)",12,26195673,26252920,57248,1,"8082","ENST00000535504.1",3166,"ENSG00000123096","SSPN","sarcospan"
"chr12",26299168,26299442,275,"*","Promoter (1-2kb)",12,26301098,26304645,3548,1,"105369705","ENST00000669209.1",-1656,NA,"LOC105369705","uncharacterized LOC105369705"
"chr12",26339041,26339523,483,"*","3' UTR",12,26211164,26335856,124693,2,"101928554","ENST00000540392.1",-3185,"ENSG00000255750","SSPN-AS1","SSPN antisense RNA 1"
"chr12",26691554,26691779,226,"*","Intron (ENST00000381340.8/3709, intron 10 of 56)",12,26695602,26715728,20127,2,"3709","ENST00000540791.1",23949,"ENSG00000123104","ITPR2","inositol 1,4,5-trisphosphate receptor type 2"
"chr12",26746440,26746645,206,"*","Intron (ENST00000381340.8/3709, intron 2 of 56)",12,26722438,26726013,3576,2,"3709","ENST00000536627.1",-20427,"ENSG00000123104","ITPR2","inositol 1,4,5-trisphosphate receptor type 2"
"chr12",27966869,27967074,206,"*","Promoter (2-3kb)",12,27961668,27969494,7827,2,"5744","ENST00000538310.1",2420,"ENSG00000087494","PTHLH","parathyroid hormone like hormone"
"chr12",28710992,28711232,241,"*","Distal Intergenic",12,28760231,28777962,17732,1,"124902907","ENST00000774832.1",-48999,NA,"LOC124902907","uncharacterized LOC124902907"
"chr12",29041565,29041795,231,"*","Promoter (<=1kb)",12,29041907,29042843,937,1,"101928735","ENST00000821503.1",-112,"ENSG00000306838","LOC101928735","uncharacterized LOC101928735"
"chr12",31518680,31519085,406,"*","Intron (ENST00000389082.10/160518, intron 1 of 20)",12,31451702,31495902,44201,2,"160518","ENST00000546299.1",-22778,"ENSG00000170456","DENND5B","DENN domain containing 5B"
"chr12",32535304,32535574,271,"*","Promoter (<=1kb)",12,32534324,32640737,106414,1,"121512","ENST00000525053.6",980,"ENSG00000139132","FGD4","FYVE, RhoGEF and PH domain containing 4"
"chr12",39723937,39724206,270,"*","Intron (ENST00000468200.2/283461, intron 12 of 18)",12,39819750,39819883,134,2,"124900327","ENST00000362701.1",95677,"ENSG00000199571","LOC124900327","small nucleolar RNA SNORA22"
"chr12",40969505,40969734,230,"*","Intron (ENST00000551295.7/1272, intron 15 of 23)",12,41005039,41027918,22880,1,"1272","ENST00000550305.1",-35305,"ENSG00000018236","CNTN1","contactin 1"
"chr12",42091891,42092114,224,"*","Intron (ENST00000398675.8/283464, intron 7 of 7)",12,42087145,42144712,57568,2,"283464","ENST00000280876.6",52598,"ENSG00000151233","GXYLT1","glucoside xylosyltransferase 1"
"chr12",42757274,42757751,478,"*","Distal Intergenic",12,42707946,42736701,28756,1,"105369739","ENST00000761462.1",49328,"ENSG00000257114","LINC02450","long intergenic non-protein coding RNA 2450"
"chr12",62725001,62725235,235,"*","Exon (ENST00000765023.1/ENST00000765023.1, exon 1 of 1)",12,62648574,62721020,72447,2,"57460","ENST00000551214.5",-3981,"ENSG00000111110","PPM1H","protein phosphatase, Mg2+/Mn2+ dependent 1H"
"chr12",63045286,63045526,241,"*","Distal Intergenic",12,63145234,63150179,4946,2,"552","ENST00000550940.1",104653,"ENSG00000166148","AVPR1A","arginine vasopressin receptor 1A"
"chr12",64181504,64181920,417,"*","Distal Intergenic",12,64221497,64222263,767,2,"144577","ENST00000540673.1",40343,"ENSG00000174206","KICS2","KICSTOR subunit 2"
"chr12",65335194,65335492,299,"*","Intron (ENST00000355192.8/253827, intron 3 of 5)",12,65328536,65491430,162895,1,"253827","ENST00000647481.1",6658,"ENSG00000174099","MSRB3","methionine sulfoxide reductase B3"
"chr12",65536918,65537166,249,"*","Promoter (1-2kb)",12,65523263,65538699,15437,2,"100507065","ENST00000538294.1",1533,NA,"MSRB3-AS1","MSRB3 antisense RNA 1"
"chr12",65631556,65631771,216,"*","Promoter (<=1kb)",12,65499584,65631710,132127,2,"100507065","ENST00000540652.6",0,NA,"MSRB3-AS1","MSRB3 antisense RNA 1"
"chr12",65649173,65649416,244,"*","Exon (ENST00000743906.1/ENST00000743906.1, exon 3 of 4)",12,65558431,65642372,83942,2,"100507065","ENST00000544557.1",-6801,NA,"MSRB3-AS1","MSRB3 antisense RNA 1"
"chr12",65868383,65868597,215,"*","Intron (ENST00000537429.5/8091, intron 4 of 4)",12,65866804,65881578,14775,2,"100129940","ENST00000536648.5",12981,"ENSG00000197301","HMGA2-AS1","HMGA2 antisense RNA 1"
"chr12",65892022,65892479,458,"*","Intron (ENST00000536545.5/8091, intron 3 of 3)",12,65851340,65882167,30828,2,"100129940","ENST00000439236.6",-9855,"ENSG00000197301","HMGA2-AS1","HMGA2 antisense RNA 1"
"chr12",65999783,66000010,228,"*","Distal Intergenic",12,66023620,66023726,107,2,"102464827","ENST00000612054.1",23716,"ENSG00000276878","MIR6074","microRNA 6074"
"chr12",66234128,66234350,223,"*","Exon (ENST00000417216.3/ENST00000417216.3, exon 1 of 1)",12,66251082,66251157,76,1,"102465249","ENST00000617296.1",-16732,"ENSG00000284011","MIR6502","microRNA 6502"
"chr12",71556997,71557228,232,"*","Intron (ENST00000266674.10/8549, intron 6 of 17)",12,71567262,71573027,5766,1,"8549","ENST00000549015.1",-10034,"ENSG00000139292","LGR5","leucine rich repeat containing G protein-coupled receptor 5"
"chr12",112839499,112839716,218,"*","Intron (ENST00000549736.5/22895, intron 6 of 6)",12,112850791,112869918,19128,1,"22895","ENST00000547222.1",-11075,"ENSG00000089169","RPH3A","rabphilin 3A"
"chr12",114933524,114934035,512,"*","Promoter (<=1kb)",12,114929168,114933570,4403,2,"124903079","ENST00000812747.1",0,NA,"LOC124903079","uncharacterized LOC124903079"
"chr12",116152382,116152583,202,"*","Intron (ENST00000281928.9/23389, intron 2 of 30)",12,116148560,116148654,95,2,"693205","ENST00000385232.1",-3728,"ENSG00000207967","MIR620","microRNA 620"
"chr13",30740084,30740377,294,"*","Promoter (1-2kb)",13,30742336,30744396,2061,1,"241","ENST00000479597.1",-1959,"ENSG00000132965","ALOX5AP","arachidonate 5-lipoxygenase activating protein"
"chr13",41562123,41562380,258,"*","Exon (ENST00000674416.1/105370174, exon 3 of 6)",13,41568286,41568395,110,2,"100847026","ENST00000583027.1",6015,"ENSG00000284584","MIR5006","microRNA 5006"
"chr13",50411275,50411604,330,"*","Intron (ENST00000461527.7/10301, intron 3 of 5)",13,50415089,50475566,60478,1,"10301","ENST00000498557.5",-3485,"ENSG00000176124","DLEU1","deleted in lymphocytic leukemia 1"
"chr13",94329893,94330192,300,"*","Intron (ENST00000377047.9/10082, intron 6 of 8)",13,94462121,94467955,5835,2,"1638","ENST00000490854.1",137763,"ENSG00000080166","DCT","dopachrome tautomerase"
"chr13",113907647,113907885,239,"*","Promoter (<=1kb)",13,113907729,113921005,13277,1,"643365","ENST00000717692.1",0,"ENSG00000229373","LINC00452","long intergenic non-protein coding RNA 452"
"chr14",44803273,44803477,205,"*","Intron (ENST00000715832.1/101927351, intron 3 of 7)",14,44764984,44799156,34173,2,"101927351","ENST00000780010.1",-4117,"ENSG00000258633","LINC02302","long intergenic non-protein coding RNA 2302"
"chr14",46048323,46048710,388,"*","Intron (ENST00000666179.1/100506412, intron 2 of 4)",14,46064158,46501903,437746,1,"100506412","ENST00000656720.1",-15448,"ENSG00000258700","LINC00871","long intergenic non-protein coding RNA 871"
"chr14",49946754,49946955,202,"*","Intron (ENST00000769923.1/ENST00000769923.1, intron 1 of 1)",14,49946154,49960662,14509,2,"100506446","ENST00000556130.1",13707,NA,"LOC100506446","uncharacterized LOC100506446"
"chr14",50846560,50846847,288,"*","Promoter (1-2kb)",14,50844625,50844712,88,1,"124903423","ENST00000517136.1",1935,"ENSG00000252945","LOC124903423","small nucleolar RNA U83B"
"chr14",51005163,51005426,264,"*","Intron (ENST00000298355.7/114088, intron 5 of 9)",14,50982683,50988376,5694,2,"114088","ENST00000557456.5",-16787,"ENSG00000100505","TRIM9","tripartite motif containing 9"
"chr14",51006859,51007066,208,"*","Intron (ENST00000298355.7/114088, intron 5 of 9)",14,50982683,50988376,5694,2,"114088","ENST00000557456.5",-18483,"ENSG00000100505","TRIM9","tripartite motif containing 9"
"chr14",51304954,51305302,349,"*","Intron (ENST00000557518.2/161342, intron 1 of 1)",14,51326941,51365552,38612,1,"283553","ENST00000790225.1",-21639,"ENSG00000258479","LINC00640","long intergenic non-protein coding RNA 640"
"chr14",51310476,51310798,323,"*","Intron (ENST00000557518.2/161342, intron 1 of 1)",14,51326941,51365552,38612,1,"283553","ENST00000790225.1",-16143,"ENSG00000258479","LINC00640","long intergenic non-protein coding RNA 640"
"chr14",51328078,51328429,352,"*","Promoter (<=1kb)",14,51304101,51328565,24465,2,"161342","ENST00000557518.2",136,NA,"LINC00519","long intergenic non-protein coding RNA 519"
"chr14",51395486,51395760,275,"*","Promoter (1-2kb)",14,51391146,51397185,6040,2,"105370496","ENST00000556762.2",1425,NA,"LINC02310","long intergenic non-protein coding RNA 2310"
"chr14",51396437,51396752,316,"*","Promoter (<=1kb)",14,51391146,51397185,6040,2,"105370496","ENST00000556762.2",433,NA,"LINC02310","long intergenic non-protein coding RNA 2310"
"chr14",51539606,51540262,657,"*","Intron (ENST00000556137.5/122786, intron 2 of 3)",14,51554660,51579297,24638,1,"122786","ENST00000555952.5",-14398,"ENSG00000139926","FRMD6","FERM domain containing 6"
"chr14",51547242,51547475,234,"*","Intron (ENST00000556137.5/122786, intron 2 of 3)",14,51554660,51579297,24638,1,"122786","ENST00000555952.5",-7185,"ENSG00000139926","FRMD6","FERM domain containing 6"
"chr14",51554463,51554698,236,"*","Promoter (<=1kb)",14,51554660,51579297,24638,1,"122786","ENST00000555952.5",0,"ENSG00000139926","FRMD6","FERM domain containing 6"
"chr14",51617052,51617421,370,"*","Intron (ENST00000556137.5/122786, intron 3 of 3)",14,51546629,51600086,53458,2,"100874185","ENST00000557625.2",-16966,"ENSG00000258537","FRMD6-AS2","FRMD6 antisense RNA 2"
"chr14",51638309,51638579,271,"*","Promoter (<=1kb)",14,51436431,51638120,201690,2,"100874185","ENST00000743448.1",-189,"ENSG00000258537","FRMD6-AS2","FRMD6 antisense RNA 2"
"chr14",51827836,51828285,450,"*","Promoter (1-2kb)",14,51826200,51966777,140578,1,"54331","ENST00000557376.5",1636,"ENSG00000186469","GNG2","G protein subunit gamma 2"
"chr14",53338263,53338554,292,"*","Intron (ENST00000728779.1/ENST00000728779.1, intron 2 of 2)",14,53316868,53688970,372103,1,"105370504","ENST00000669612.1",21395,NA,"LOC105370504","uncharacterized LOC105370504"
"chr14",53355531,53355911,381,"*","Intron (ENST00000728779.1/ENST00000728779.1, intron 2 of 2)",14,53368432,53406235,37804,1,"105370504","ENST00000670436.1",-12521,NA,"LOC105370504","uncharacterized LOC105370504"
"chr14",53850776,53851066,291,"*","Promoter (<=1kb)",14,53685004,53850855,165852,2,"105370503","ENST00000728987.1",0,"ENSG00000235269","LINC02331","long intergenic non-protein coding RNA 2331"
"chr14",54108636,54108991,356,"*","Intron (ENST00000747857.1/105370507, intron 5 of 7)",14,54114789,54116106,1318,1,"105370505","ENST00000747953.1",-5798,"ENSG00000297446","LOC105370505","uncharacterized LOC105370505"
"chr14",54677372,54677699,328,"*","Intron (ENST00000554335.6/23034, intron 2 of 12)",14,54685043,54687572,2530,2,"729451","ENST00000676278.3",9873,NA,"SAMD4A-AS1","SAMD4A antisense RNA 1"
"chr14",55448113,55448619,507,"*","Intron (ENST00000556755.1/387332, intron 1 of 3)",14,55414210,55440616,26407,2,"387332","ENST00000247219.6",-7497,"ENSG00000182521","TBPL2","TATA-box binding protein like 2"
"chr14",56333719,56333947,229,"*","Exon (ENST00000664536.2/102723699, exon 7 of 7)",14,56310994,56423459,112466,1,"102723699","ENST00000732421.1",22725,"ENSG00000259719","LINC02284","long intergenic non-protein coding RNA 2284"
"chr14",56351959,56352179,221,"*","Intron (ENST00000560924.2/102723699, intron 5 of 6)",14,56310994,56423459,112466,1,"102723699","ENST00000732421.1",40965,"ENSG00000259719","LINC02284","long intergenic non-protein coding RNA 2284"
"chr14",57349445,57349646,202,"*","Intron (ENST00000720319.1/ENST00000720319.1, intron 2 of 2)",14,57390544,57410330,19787,1,"122830","ENST00000555166.5",-40898,"ENSG00000139977","NAA30","N-alpha-acetyltransferase 30, NatC catalytic subunit"
"chr14",57833339,57833736,398,"*","Intron (ENST00000556826.6/341880, intron 1 of 7)",14,57563920,57866092,302173,2,"341880","ENST00000556826.6",32356,"ENSG00000151812","SLC35F4","solute carrier family 35 member F4"
"chr14",58078145,58078625,481,"*","Intron (ENST00000267485.7/145407, intron 5 of 7)",14,58131207,58133131,1925,2,"145407","ENST00000555101.1",54506,"ENSG00000139971","ARMH4","armadillo like helical domain containing 4"
"chr14",58082345,58082765,421,"*","Intron (ENST00000267485.7/145407, intron 5 of 7)",14,58131207,58133131,1925,2,"145407","ENST00000555101.1",50366,"ENSG00000139971","ARMH4","armadillo like helical domain containing 4"
"chr14",58663573,58664133,561,"*","Intron (ENST00000648996.1/102723742, intron 2 of 13)",14,58646631,59017532,370902,1,"102723742","ENST00000648996.1",16942,"ENSG00000258583","LINC01500","long intergenic non-protein coding RNA 1500"
"chr14",58731420,58731811,392,"*","Intron (ENST00000648996.1/102723742, intron 3 of 13)",14,58748425,58749902,1478,1,"102723725","ENST00000777092.1",-16614,NA,"LOC102723725","uncharacterized LOC102723725"
"chr14",58749119,58749436,318,"*","Promoter (<=1kb)",14,58748442,58750424,1983,1,"102723725","ENST00000777091.1",677,NA,"LOC102723725","uncharacterized LOC102723725"
"chr14",59482857,59483081,225,"*","Promoter (<=1kb)",14,59474454,59483685,9232,2,"112849","ENST00000487285.5",604,"ENSG00000126790","L3HYPDH","trans-L-3-hydroxyproline dehydratase"
"chr14",60094391,60094680,290,"*","Promoter (2-3kb)",14,60092186,60114980,22795,1,"64430","ENST00000555569.1",2205,"ENSG00000126773","PCNX4","pecanex 4"
"chr14",60179531,60179832,302,"*","Exon (ENST00000555485.2/ENST00000555485.2, exon 1 of 1)",14,60144120,60169856,25737,2,"51635","ENST00000216500.9",-9675,"ENSG00000100612","DHRS7","dehydrogenase/reductase 7"
